HomeTeam,AwayTeam,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HTHG,HTAG,FTR
Osasuna,Celta,10,6,5,0,12,12,6,4,0,2,0,0,0,0,D
Cadiz,Getafe,11,16,4,10,13,16,2,6,4,5,1,1,1,0,D
Real Madrid,Espanol,22,10,7,3,12,17,7,4,3,2,0,0,2,1,H
Elche,Valladolid,24,5,10,1,19,11,10,3,4,6,0,2,0,1,D
Celta,Vallecano,15,12,6,3,13,12,3,7,2,3,0,0,0,0,H
Valencia,Osasuna,8,7,4,0,8,19,12,3,2,5,0,0,0,0,H
Mallorca,Sociedad,8,8,2,2,19,20,3,2,2,2,0,1,0,1,D
Sevilla,Almeria,27,13,5,5,8,11,6,4,4,4,0,0,1,1,H
Villarreal,Betis,15,6,4,3,8,11,2,4,3,2,0,0,0,1,D
Ath Bilbao,Barcelona,15,10,5,2,13,7,5,3,2,1,0,0,0,1,A
Girona,Ath Madrid,6,14,4,4,6,12,1,3,2,3,0,0,0,0,A
Valladolid,Ath Bilbao,15,15,3,6,9,14,2,9,2,2,0,0,0,1,A
Almeria,Cadiz,17,10,5,4,12,12,5,2,1,4,0,0,0,0,D
Vallecano,Girona,15,12,3,4,15,16,3,5,2,2,0,0,2,1,D
Espanol,Celta,11,8,3,4,11,12,4,1,2,2,0,0,0,2,A
Ath Madrid,Valencia,14,9,6,1,12,9,4,2,2,0,0,0,1,0,H
Betis,Mallorca,10,5,3,1,8,15,4,4,1,2,0,0,0,0,H
Osasuna,Villarreal,10,12,2,6,15,7,7,1,3,2,0,0,0,1,A
Sociedad,Elche,17,4,4,3,16,16,5,3,2,1,0,0,0,0,H
Getafe,Sevilla,15,11,4,4,22,10,4,1,4,2,0,0,0,0,H
Barcelona,Real Madrid,17,11,7,3,12,13,8,1,4,3,0,0,1,1,H
Mallorca,Osasuna,10,11,1,2,19,17,2,3,7,3,1,0,0,0,D
Girona,Espanol,14,5,4,1,12,16,5,2,4,2,0,1,0,0,H
Ath Bilbao,Getafe,17,9,3,1,8,9,13,3,0,0,0,0,0,0,D
Cadiz,Sevilla,14,11,3,5,9,14,8,4,3,4,0,0,0,0,A
Elche,Barcelona,15,12,2,6,11,11,11,3,0,3,0,0,0,1,A
Celta,Almeria,21,8,5,3,13,12,4,1,3,5,0,0,2,2,D
Real Madrid,Valladolid,30,12,17,2,17,11,9,1,0,1,0,0,4,0,H
Villarreal,Sociedad,16,16,4,3,12,19,4,4,5,3,1,0,0,0,H
Ath Madrid,Betis,13,6,7,2,20,11,5,1,1,2,0,0,0,0,H
Valencia,Vallecano,18,7,4,2,15,16,13,3,2,3,0,0,0,1,D
Sevilla,Celta,7,9,2,4,11,9,8,3,6,2,2,0,1,0,D
Osasuna,Elche,22,7,6,1,15,7,9,2,1,3,0,0,0,1,H
Espanol,Ath Bilbao,9,12,2,7,14,18,8,7,6,4,1,0,0,1,A
Sociedad,Getafe,11,6,6,4,11,9,3,2,2,1,0,0,1,0,H
Real Madrid,Villarreal,18,17,4,8,8,19,6,7,0,3,0,0,1,1,A
Valladolid,Mallorca,10,14,6,6,13,20,1,2,3,5,0,0,1,0,D
Betis,Cadiz,9,15,3,4,18,16,5,6,3,3,2,0,0,0,A
Almeria,Valencia,10,11,4,4,11,11,3,7,3,2,0,0,0,0,H
Vallecano,Ath Madrid,15,14,3,4,8,7,8,2,0,0,1,0,0,2,A
Barcelona,Girona,18,5,3,0,14,14,12,2,0,2,0,0,0,0,D
Vallecano,Osasuna,12,8,3,4,18,16,2,3,2,3,0,0,2,0,H
Villarreal,Valladolid,22,14,7,7,9,18,8,5,1,6,0,0,0,2,A
Ath Bilbao,Sociedad,13,13,5,4,16,14,5,2,5,2,0,0,1,0,H
Betis,Espanol,15,13,8,4,9,13,4,13,2,2,0,0,2,0,H
Cadiz,Real Madrid,12,35,3,11,12,7,2,9,1,0,0,0,0,0,A
Girona,Elche,14,13,4,5,9,14,3,4,3,3,0,1,1,0,H
Getafe,Barcelona,5,15,1,3,13,12,1,5,2,1,0,0,0,0,D
Ath Madrid,Almeria,19,2,7,0,7,8,9,2,3,3,0,0,2,1,H
Valencia,Sevilla,13,6,3,3,10,17,6,2,1,4,1,0,0,0,A
Celta,Mallorca,12,8,3,2,10,19,7,5,2,1,1,0,0,1,A
Espanol,Cadiz,14,11,5,2,8,22,6,3,4,2,0,0,0,0,D
Osasuna,Betis,10,21,5,6,20,13,5,13,2,0,0,0,3,1,H
Almeria,Ath Bilbao,12,14,4,3,8,20,3,4,2,4,0,0,0,1,A
Sociedad,Vallecano,7,7,1,2,18,19,3,3,1,2,0,0,0,0,H
Valladolid,Girona,15,12,6,6,14,9,5,7,1,1,0,0,1,0,H
Real Madrid,Celta,17,12,5,2,10,10,8,3,1,2,0,0,1,0,H
Elche,Valencia,7,5,1,3,12,6,11,6,3,1,0,0,0,2,A
Barcelona,Ath Madrid,13,13,4,3,15,16,3,3,4,7,0,0,1,0,H
Mallorca,Getafe,8,3,4,1,15,18,2,2,2,3,0,0,0,1,H
Sevilla,Villarreal,17,17,4,5,12,10,5,3,1,2,0,0,1,0,H
Cadiz,Osasuna,20,6,4,4,8,15,11,2,0,1,0,1,0,0,A
Girona,Real Madrid,13,18,5,3,7,6,3,8,1,2,0,0,2,1,H
Betis,Sociedad,10,10,1,3,13,23,2,4,1,3,0,0,0,0,D
Ath Madrid,Mallorca,24,6,9,2,10,9,5,8,0,0,0,0,1,1,H
Getafe,Almeria,21,23,9,11,15,9,4,6,2,2,1,0,0,1,A
Celta,Elche,17,16,9,1,9,12,10,6,0,0,0,0,0,0,H
Vallecano,Barcelona,9,10,6,5,10,14,3,9,1,4,0,0,1,0,H
Valencia,Valladolid,18,8,5,2,16,17,6,2,0,4,0,0,0,1,H
Villarreal,Espanol,31,13,13,4,14,10,9,2,2,4,0,1,0,1,H
Ath Bilbao,Sevilla,7,4,2,1,7,11,8,2,3,3,0,0,0,0,A
Osasuna,Sociedad,13,12,1,8,12,15,4,2,3,1,0,0,0,1,A
Elche,Vallecano,18,14,9,3,13,16,3,8,1,2,0,1,1,0,H
Real Madrid,Almeria,15,9,12,3,12,16,7,0,2,2,0,0,3,1,H
Barcelona,Betis,15,4,8,1,10,9,10,0,0,2,0,1,3,0,H
Cadiz,Valencia,8,16,4,4,14,10,5,6,6,2,0,0,1,0,H
Villarreal,Celta,9,14,3,5,12,11,4,9,1,4,0,0,2,1,H
Espanol,Getafe,17,7,8,2,12,23,6,3,3,5,0,0,1,0,H
Valladolid,Ath Madrid,19,9,6,6,14,8,9,1,2,1,0,0,1,3,A
Mallorca,Ath Bilbao,9,16,2,6,17,9,5,7,4,2,0,0,0,0,D
Sevilla,Girona,23,9,5,3,14,11,6,1,1,1,0,0,0,1,A
Almeria,Elche,10,14,4,1,8,9,7,13,2,2,0,0,1,0,H
Barcelona,Osasuna,21,7,4,2,7,10,11,0,0,0,0,1,0,0,H
Sociedad,Real Madrid,9,10,4,5,17,9,2,6,1,5,0,1,0,0,H
Valencia,Villarreal,8,11,1,4,14,13,6,6,4,2,0,0,0,0,D
Ath Madrid,Cadiz,18,2,8,1,12,9,5,2,3,2,0,0,2,0,H
Getafe,Celta,14,7,4,1,21,14,1,5,7,5,0,1,1,0,H
Girona,Mallorca,17,8,7,2,9,13,9,5,4,0,0,0,1,0,H
Sevilla,Espanol,18,7,6,3,15,11,9,0,1,2,0,0,1,2,H
Ath Bilbao,Betis,21,12,6,2,13,7,13,2,1,3,1,0,0,1,A
Vallecano,Valladolid,16,7,6,4,18,15,3,4,0,0,0,0,0,0,H
Mallorca,Cadiz,8,14,3,4,16,14,3,7,5,3,0,0,1,0,H
Sociedad,Girona,18,13,6,6,22,13,7,4,5,3,0,1,2,2,D
Osasuna,Almeria,18,8,7,3,7,7,4,1,0,0,0,0,0,0,H
Villarreal,Ath Bilbao,17,11,11,5,11,13,7,5,4,3,0,0,2,1,H
Real Madrid,Getafe,16,9,3,2,5,23,1,3,1,4,0,0,0,0,H
Celta,Valencia,10,12,6,5,13,19,5,4,3,5,0,1,0,1,A
Elche,Ath Madrid,15,13,4,4,16,3,3,5,2,0,0,0,1,0,H
Valladolid,Sevilla,28,17,6,5,9,16,8,3,2,1,0,0,0,0,A
Espanol,Barcelona,15,15,7,5,12,9,4,3,1,3,0,0,0,3,A
Betis,Vallecano,11,16,5,4,11,9,6,5,3,2,0,1,2,0,H
Cadiz,Valladolid,11,6,4,2,18,18,4,3,4,4,0,1,0,0,H
Girona,Villarreal,9,10,3,5,16,11,3,1,2,1,0,0,1,1,A
Ath Bilbao,Celta,10,8,3,3,17,12,8,5,4,1,0,0,1,0,H
Almeria,Mallorca,12,7,3,3,11,15,4,6,1,2,0,0,2,0,H
Getafe,Elche,9,13,5,4,19,11,5,6,3,1,0,0,1,1,D
Barcelona,Sociedad,13,13,4,6,8,16,8,2,4,4,0,0,0,1,A
Vallecano,Espanol,15,10,5,6,8,11,4,4,2,2,0,0,1,1,A
Ath Madrid,Osasuna,15,12,5,2,6,11,8,10,0,2,0,0,1,0,H
Valencia,Real Madrid,12,13,6,5,13,4,2,9,4,2,0,1,1,0,H
Sevilla,Betis,10,5,4,0,14,11,4,3,2,2,0,1,0,0,D
Celta,Girona,16,11,7,4,13,13,9,3,0,0,0,0,1,0,D
Sociedad,Almeria,15,2,2,2,20,8,10,2,0,1,0,1,1,0,H
Valladolid,Barcelona,8,16,4,6,13,9,2,6,1,0,0,0,2,0,H
Elche,Sevilla,20,9,7,3,12,10,9,5,1,4,0,1,1,1,D
Real Madrid,Vallecano,12,15,3,6,11,14,5,2,1,3,0,0,1,0,H
Villarreal,Cadiz,13,16,7,8,14,8,7,6,1,2,0,0,2,0,H
Betis,Getafe,11,9,4,2,8,12,2,5,2,5,1,0,0,0,A
Espanol,Ath Madrid,26,16,13,7,6,9,16,1,2,3,0,0,0,2,D
Mallorca,Valencia,4,15,3,5,15,12,2,4,4,2,0,0,0,0,H
Osasuna,Ath Bilbao,9,10,3,5,17,13,3,6,3,3,0,0,0,0,H
Sevilla,Real Madrid,11,6,1,3,23,10,1,1,2,4,1,0,1,1,A
Almeria,Valladolid,23,8,7,2,11,16,2,4,0,4,0,0,0,0,D
Ath Bilbao,Elche,27,6,8,2,7,10,19,3,1,1,0,0,0,0,A
Ath Madrid,Sociedad,11,10,5,5,8,10,6,4,2,2,0,0,1,0,H
Barcelona,Mallorca,28,3,9,1,4,9,14,3,0,0,0,1,2,0,H
Cadiz,Celta,13,9,3,4,16,10,3,3,9,5,0,0,0,0,H
Getafe,Osasuna,16,10,6,2,11,6,1,1,3,1,0,0,1,1,H
Girona,Betis,9,18,3,7,14,12,8,5,0,1,0,0,1,0,A
Valencia,Espanol,19,9,4,5,12,12,10,3,0,4,0,0,1,1,D
Vallecano,Villarreal,15,7,4,2,9,9,4,6,3,5,0,0,0,0,H
Mallorca,Vallecano,8,20,4,4,14,15,2,6,0,0,0,0,0,0,H
Osasuna,Girona,14,11,7,6,12,9,5,2,1,5,0,0,0,0,H
Real Madrid,Ath Bilbao,9,15,2,9,11,14,5,6,2,2,0,0,0,0,D
Sociedad,Sevilla,17,9,6,4,10,13,5,2,0,1,0,0,1,0,H
Villarreal,Ath Madrid,22,9,7,3,9,12,12,1,3,2,0,1,1,1,D
Betis,Valencia,8,10,3,3,11,11,5,4,3,0,0,1,1,0,D
Celta,Barcelona,12,9,9,2,13,9,2,4,2,2,0,0,1,0,H
Elche,Cadiz,12,14,5,3,18,8,7,4,4,3,0,0,0,1,D
Espanol,Almeria,12,11,8,4,11,12,7,6,2,3,0,0,1,1,D
Valladolid,Getafe,15,4,0,1,9,25,6,1,1,3,0,0,0,0,D
Valencia,Getafe,4,22,2,4,24,15,1,9,6,3,1,1,1,0,H
Cadiz,Levante,7,12,2,3,10,16,2,4,1,5,0,0,0,1,D
Mallorca,Betis,6,10,2,1,12,18,4,3,1,3,0,0,1,0,D
Alaves,Real Madrid,11,19,4,7,14,10,0,4,1,2,0,0,0,0,A
Osasuna,Espanol,14,10,1,3,18,12,4,6,3,3,0,0,0,0,D
Celta,Ath Madrid,10,13,2,4,11,9,2,5,4,5,1,1,0,1,A
Barcelona,Sociedad,13,11,8,3,11,18,5,3,2,4,0,0,2,0,H
Sevilla,Vallecano,21,4,8,3,14,7,4,0,1,0,0,1,1,0,H
Villarreal,Granada,14,6,4,1,19,21,6,2,5,1,1,0,0,0,D
Elche,Ath Bilbao,8,9,2,3,13,19,6,8,2,2,0,0,0,0,D
Betis,Cadiz,16,8,7,3,12,10,4,5,4,0,0,0,1,1,D
Alaves,Mallorca,9,12,4,2,14,15,1,8,3,3,1,0,0,0,A
Espanol,Villarreal,14,12,3,2,10,10,9,7,3,4,0,0,0,0,D
Granada,Valencia,9,18,2,7,14,12,2,6,4,2,0,0,1,0,D
Ath Bilbao,Barcelona,16,9,7,3,15,10,13,2,1,2,0,1,0,0,D
Sociedad,Vallecano,13,9,8,1,19,15,5,4,3,4,0,0,0,0,H
Ath Madrid,Elche,8,4,4,2,16,10,2,1,2,2,0,0,1,0,H
Levante,Real Madrid,8,19,4,5,17,7,4,6,3,2,1,0,0,1,D
Getafe,Sevilla,12,9,0,3,18,10,5,4,2,2,0,0,0,0,A
Osasuna,Celta,15,4,7,0,19,8,1,2,4,3,0,0,0,0,D
Mallorca,Espanol,12,8,6,3,16,17,3,2,4,3,0,1,1,0,H
Valencia,Alaves,9,10,4,3,20,15,4,4,1,4,0,0,2,0,H
Celta,Ath Bilbao,13,6,0,2,12,11,5,4,2,1,0,0,0,1,A
Elche,Sevilla,7,18,4,5,6,9,5,3,2,0,0,0,1,1,D
Sociedad,Levante,7,6,2,0,17,13,2,2,1,1,0,0,1,0,H
Betis,Real Madrid,11,13,6,3,15,13,3,7,5,3,0,0,0,0,A
Barcelona,Getafe,7,8,3,3,16,22,3,2,3,1,0,0,2,1,H
Cadiz,Osasuna,7,14,3,4,9,6,4,11,4,0,0,0,1,0,A
Vallecano,Granada,19,9,6,3,19,14,5,6,1,4,0,0,3,0,H
Ath Madrid,Villarreal,24,2,5,2,11,6,16,0,4,2,0,0,0,0,D
Levante,Vallecano,7,22,2,6,14,16,2,5,3,4,0,0,1,0,D
Ath Bilbao,Mallorca,19,7,5,1,7,13,7,2,1,2,0,0,0,0,H
Espanol,Ath Madrid,9,13,3,3,10,11,6,3,1,4,0,0,1,0,A
Osasuna,Valencia,11,10,2,4,20,14,4,4,4,2,0,0,1,1,A
Cadiz,Sociedad,6,16,1,4,10,9,2,8,4,0,1,0,0,0,A
Real Madrid,Celta,15,11,11,4,8,16,7,3,2,3,0,0,1,2,H
Getafe,Elche,10,8,1,3,6,14,8,2,2,3,0,0,0,0,A
Granada,Betis,11,19,2,9,7,14,6,8,1,2,0,0,0,1,A
Celta,Cadiz,14,7,4,3,8,8,7,1,3,3,0,0,0,2,A
Vallecano,Getafe,11,13,5,3,20,16,5,3,6,7,0,0,1,0,H
Ath Madrid,Ath Bilbao,14,6,2,0,10,13,5,5,6,2,1,0,0,0,D
Elche,Levante,9,11,2,6,10,14,4,7,2,2,0,0,1,0,D
Alaves,Osasuna,8,13,3,5,11,14,2,8,4,3,0,0,0,2,A
Mallorca,Villarreal,10,11,1,3,11,16,3,1,2,3,0,0,0,0,D
Sociedad,Sevilla,11,11,4,4,16,11,5,6,2,3,0,0,0,0,D
Betis,Espanol,23,11,9,4,13,9,10,4,4,4,1,0,2,1,D
Valencia,Real Madrid,12,18,4,10,14,14,2,5,1,5,0,0,0,0,A
Barcelona,Granada,17,5,6,2,15,20,12,4,3,6,0,0,0,1,D
Getafe,Ath Madrid,7,12,2,4,15,11,2,5,4,5,1,0,1,0,A
Ath Bilbao,Vallecano,8,8,1,3,16,20,2,1,3,3,0,0,1,1,A
Levante,Celta,6,4,2,2,16,12,2,4,3,2,0,0,0,0,A
Espanol,Alaves,10,8,2,2,14,18,4,8,2,1,0,0,0,0,H
Sevilla,Valencia,11,8,5,3,25,21,1,4,5,3,0,0,3,1,H
Real Madrid,Mallorca,18,17,12,5,18,8,3,2,2,1,0,0,3,1,H
Villarreal,Elche,14,9,9,3,16,11,8,7,1,2,0,0,2,1,H
Granada,Sociedad,10,20,2,11,11,16,4,7,5,1,0,0,1,0,A
Osasuna,Betis,11,16,3,9,18,10,4,7,2,0,0,0,1,1,A
Cadiz,Barcelona,13,6,3,2,16,8,4,5,3,4,0,1,0,0,D
Alaves,Ath Madrid,7,13,1,1,18,11,3,8,2,3,0,0,1,0,H
Valencia,Ath Bilbao,13,12,6,4,14,17,4,5,5,2,1,0,0,0,D
Sevilla,Espanol,12,13,5,2,10,8,4,8,4,0,1,0,1,0,H
Real Madrid,Villarreal,15,6,2,2,10,12,6,3,1,2,0,0,0,0,D
Mallorca,Osasuna,17,12,8,6,8,17,5,5,2,3,0,0,2,1,A
Barcelona,Levante,20,6,12,2,11,16,11,1,1,3,0,0,2,0,H
Sociedad,Elche,17,5,5,2,12,16,6,1,1,3,0,0,0,0,H
Vallecano,Cadiz,13,6,6,1,11,11,4,3,2,4,0,0,2,1,H
Betis,Getafe,20,8,5,3,12,19,3,3,1,3,0,0,1,0,H
Celta,Granada,14,7,5,4,9,12,5,3,2,7,0,0,0,0,H
Ath Bilbao,Alaves,16,17,5,5,16,12,13,9,3,2,0,0,1,0,H
Osasuna,Vallecano,7,7,3,0,19,9,6,3,3,3,0,0,0,0,H
Mallorca,Levante,9,6,7,2,18,25,8,3,4,4,0,0,0,0,H
Cadiz,Valencia,2,16,1,4,16,11,1,3,3,4,0,0,0,0,D
Ath Madrid,Barcelona,6,9,3,2,13,10,2,6,2,1,0,0,2,0,H
Elche,Celta,12,10,5,1,14,19,7,4,4,3,0,0,0,0,H
Espanol,Real Madrid,8,18,4,4,12,13,2,8,2,1,0,0,1,0,H
Getafe,Sociedad,9,10,2,5,16,11,2,5,4,2,0,0,1,0,D
Villarreal,Betis,11,10,5,3,14,9,4,6,2,4,0,0,1,0,H
Granada,Sevilla,3,14,1,3,13,11,2,6,3,4,0,1,1,0,H
Levante,Getafe,6,14,2,4,14,10,3,11,3,3,0,0,0,0,D
Sociedad,Mallorca,10,7,2,1,11,21,2,6,3,3,1,0,0,0,H
Vallecano,Elche,10,7,4,3,16,11,6,2,2,2,0,0,1,1,H
Celta,Sevilla,14,8,3,2,13,9,5,4,2,3,0,0,0,0,A
Villarreal,Osasuna,11,6,6,2,6,14,4,4,1,5,0,0,0,1,A
Barcelona,Valencia,12,9,5,3,16,13,9,3,2,3,0,0,2,1,H
Alaves,Betis,14,19,2,4,8,11,7,7,1,1,0,0,0,0,A
Espanol,Cadiz,14,13,6,2,8,10,7,9,1,0,0,0,1,0,H
Osasuna,Granada,17,9,6,4,15,11,4,1,1,3,1,0,1,0,D
Valencia,Mallorca,20,9,6,4,15,19,5,0,4,5,0,2,0,2,D
Cadiz,Alaves,23,8,4,4,11,14,14,3,0,2,0,0,0,1,A
Elche,Espanol,12,20,7,7,15,9,3,7,3,1,0,0,1,0,D
Ath Bilbao,Villarreal,14,11,7,3,7,12,9,2,0,3,0,0,1,1,H
Sevilla,Levante,18,12,11,7,13,6,10,3,1,2,0,0,3,1,H
Barcelona,Real Madrid,12,10,2,5,17,13,7,4,1,1,0,0,0,1,A
Betis,Vallecano,11,14,5,3,12,12,4,4,1,2,0,0,2,1,H
Ath Madrid,Sociedad,17,8,4,4,14,14,4,3,1,3,0,0,0,1,D
Getafe,Celta,11,16,2,8,15,11,2,7,2,2,2,0,0,0,A
Alaves,Elche,16,4,5,1,13,9,4,7,1,1,0,0,0,0,H
Espanol,Ath Bilbao,14,23,3,7,7,12,8,12,1,2,1,0,1,0,D
Villarreal,Cadiz,14,9,5,4,13,9,8,2,3,6,0,0,1,2,D
Mallorca,Sevilla,11,10,4,3,16,14,4,2,3,6,1,0,1,0,D
Vallecano,Barcelona,13,16,3,1,17,12,3,7,2,2,0,0,1,0,H
Betis,Valencia,14,10,9,4,14,19,4,7,2,5,0,0,2,1,H
Real Madrid,Osasuna,17,7,3,0,12,10,11,3,1,1,0,0,0,0,D
Celta,Sociedad,14,11,6,4,12,11,7,6,1,0,0,0,0,0,A
Granada,Getafe,18,6,3,4,10,15,5,0,1,4,0,0,0,1,D
Levante,Ath Madrid,10,7,3,3,15,11,5,2,3,5,1,0,1,1,D
Elche,Real Madrid,13,17,4,5,11,13,5,4,2,0,1,0,0,1,A
Sevilla,Osasuna,16,10,4,3,17,10,4,5,2,2,0,0,1,0,H
Valencia,Villarreal,9,11,3,1,19,17,7,6,2,4,0,0,1,0,H
Barcelona,Alaves,16,3,5,2,11,11,9,0,0,2,0,0,0,0,D
Cadiz,Mallorca,13,11,2,5,14,16,6,5,3,7,0,2,0,1,D
Ath Madrid,Betis,18,8,9,1,11,12,13,0,0,0,0,0,1,0,H
Getafe,Espanol,12,10,7,3,18,11,6,11,7,4,0,0,1,1,H
Sociedad,Ath Bilbao,8,11,3,5,21,14,2,7,4,3,0,1,0,0,D
Vallecano,Celta,11,10,5,4,13,14,4,7,2,5,0,0,0,0,D
Levante,Granada,12,12,3,6,14,13,3,5,4,2,0,0,0,2,A
Ath Bilbao,Cadiz,15,8,5,4,14,19,5,1,2,1,0,0,0,1,A
Espanol,Granada,17,18,6,5,12,8,5,3,1,1,0,0,2,0,H
Celta,Barcelona,18,10,4,6,18,18,3,1,3,6,0,0,0,3,D
Alaves,Levante,10,12,3,7,21,17,1,3,3,3,0,0,0,1,H
Real Madrid,Vallecano,15,19,7,7,8,14,4,5,1,2,0,0,2,0,H
Villarreal,Getafe,10,5,4,2,12,13,6,4,1,1,0,0,1,0,H
Valencia,Ath Madrid,11,13,5,7,12,17,9,0,2,2,0,0,0,1,D
Mallorca,Elche,18,7,6,2,11,19,3,3,2,3,0,0,0,0,D
Osasuna,Sociedad,6,9,2,4,11,12,5,2,0,2,0,0,0,0,A
Betis,Sevilla,8,11,1,2,12,13,2,1,3,1,1,0,0,0,A
Levante,Ath Bilbao,15,7,2,2,16,7,6,3,2,1,0,0,0,0,D
Celta,Villarreal,12,18,3,6,14,17,3,5,1,1,0,0,0,1,D
Sevilla,Alaves,16,8,6,3,14,17,5,2,4,4,0,0,1,2,D
Ath Madrid,Osasuna,15,9,2,3,7,8,7,4,2,2,0,0,0,0,H
Barcelona,Espanol,16,12,6,2,17,9,4,4,4,2,0,0,0,0,H
Getafe,Cadiz,17,10,8,2,14,7,3,7,2,4,0,0,1,0,H
Granada,Real Madrid,11,21,3,10,10,7,9,6,1,1,1,0,1,2,A
Elche,Betis,14,9,4,4,12,14,10,1,1,2,0,1,0,3,A
Sociedad,Valencia,9,8,2,3,11,16,2,4,4,7,1,0,0,0,D
Vallecano,Mallorca,15,11,6,5,14,17,6,4,3,2,0,0,2,0,H
Ath Bilbao,Granada,17,8,5,4,12,9,8,3,1,1,1,0,1,2,D
Alaves,Celta,13,8,5,5,12,15,5,3,3,2,0,0,1,1,A
Valencia,Vallecano,8,12,4,6,18,15,3,9,6,5,0,0,1,0,D
Mallorca,Getafe,12,11,2,0,8,19,2,0,3,0,0,0,0,0,D
Villarreal,Barcelona,14,12,2,6,19,14,4,4,2,2,0,0,0,0,A
Betis,Levante,26,8,8,2,16,9,5,8,2,3,0,0,0,1,H
Espanol,Sociedad,8,10,2,4,15,7,2,9,1,1,0,0,0,0,H
Cadiz,Ath Madrid,8,17,0,7,13,11,4,8,2,0,0,0,0,0,A
Real Madrid,Sevilla,14,11,4,6,10,9,0,4,3,3,0,0,1,1,H
Osasuna,Elche,17,10,4,4,16,12,5,4,1,3,0,0,1,1,D
Real Madrid,Ath Bilbao,17,18,7,2,12,13,7,6,2,3,0,0,1,0,H
Granada,Alaves,9,14,2,2,17,15,3,5,2,2,0,0,1,0,H
Sevilla,Villarreal,8,16,3,2,9,10,5,8,2,2,0,0,1,0,H
Barcelona,Betis,12,8,3,2,17,12,6,1,1,2,0,0,0,0,A
Ath Madrid,Mallorca,14,10,6,3,13,16,8,5,2,5,0,0,0,0,A
Sociedad,Real Madrid,11,13,0,8,12,8,5,5,2,0,0,0,0,0,A
Vallecano,Espanol,7,10,0,3,18,11,6,3,3,3,0,1,0,0,H
Elche,Cadiz,8,15,3,6,16,15,3,3,7,3,0,0,1,0,H
Levante,Osasuna,11,11,3,1,12,16,7,2,2,3,0,0,0,0,D
Celta,Valencia,11,8,5,5,10,22,6,4,3,2,0,0,1,1,A
Getafe,Ath Bilbao,17,9,5,3,14,14,5,3,2,1,0,0,0,0,D
Mallorca,Celta,12,14,1,5,14,11,7,4,3,2,0,0,0,0,D
Espanol,Levante,17,14,8,5,9,15,4,2,4,4,0,1,1,2,H
Alaves,Getafe,9,11,1,2,18,15,1,1,4,4,1,0,0,1,D
Valencia,Elche,21,8,8,4,15,12,8,1,3,2,0,0,1,0,H
Ath Bilbao,Sevilla,13,6,2,1,17,10,9,2,4,3,0,0,0,1,A
Villarreal,Vallecano,13,19,5,7,16,14,5,6,1,3,0,0,2,0,H
Osasuna,Barcelona,8,10,3,2,16,16,6,5,5,4,0,0,1,1,D
Betis,Sociedad,11,15,5,5,12,10,4,7,3,1,0,0,1,0,H
Real Madrid,Ath Madrid,7,9,3,6,17,15,3,6,2,3,0,0,1,0,H
Cadiz,Granada,13,16,3,5,14,10,8,1,5,0,1,0,1,0,D
Celta,Espanol,12,6,5,3,13,5,3,3,2,1,0,0,1,0,H
Vallecano,Alaves,20,6,5,4,12,19,5,5,1,2,0,0,2,0,H
Sociedad,Villarreal,8,15,4,8,9,15,5,5,2,3,1,0,1,1,A
Barcelona,Elche,19,5,8,3,13,17,5,0,1,3,0,0,2,0,H
Sevilla,Ath Madrid,6,15,2,3,15,14,4,7,2,1,0,0,1,1,H
Granada,Mallorca,15,8,6,5,12,15,4,2,3,2,0,0,1,1,H
Ath Bilbao,Betis,9,16,6,8,7,12,5,6,1,3,0,0,1,1,H
Getafe,Osasuna,18,11,4,2,14,8,4,3,3,1,0,0,0,0,H
Real Madrid,Cadiz,36,4,9,0,9,10,13,2,1,1,0,0,0,0,D
Levante,Valencia,15,15,9,8,21,11,6,4,3,4,0,0,2,1,A
Villarreal,Alaves,24,4,10,2,16,14,6,2,0,2,0,0,2,1,H
Sevilla,Barcelona,5,23,1,7,15,13,4,9,2,3,1,0,1,1,D
Granada,Ath Madrid,6,15,4,3,17,7,2,7,4,1,0,0,1,1,H
Ath Bilbao,Real Madrid,15,12,2,7,17,7,7,0,2,2,0,0,1,2,A
Valencia,Espanol,12,15,2,4,19,14,7,5,7,3,1,0,0,0,A
Getafe,Real Madrid,6,14,3,4,20,8,2,9,3,2,0,0,1,0,H
Ath Madrid,Vallecano,15,5,5,0,14,12,8,2,3,0,0,0,1,0,H
Elche,Granada,18,10,2,5,18,15,6,3,3,3,1,0,0,0,D
Alaves,Sociedad,19,10,5,4,22,10,2,3,3,3,0,0,0,1,D
Betis,Celta,18,7,7,5,15,11,3,3,1,2,0,0,0,2,A
Mallorca,Barcelona,13,13,3,4,22,24,4,3,5,2,0,0,0,1,A
Villarreal,Levante,17,7,7,3,12,9,6,5,3,2,0,0,3,0,H
Osasuna,Ath Bilbao,15,17,4,5,12,7,4,5,5,2,1,0,1,2,A
Cadiz,Sevilla,9,14,2,4,5,9,2,8,0,1,0,0,0,0,A
Levante,Mallorca,16,15,8,8,20,11,5,5,3,1,1,0,0,0,H
Sociedad,Celta,12,4,3,0,10,18,6,4,3,3,0,0,1,0,H
Granada,Barcelona,14,13,4,1,9,21,3,2,2,5,0,1,0,0,D
Real Madrid,Valencia,23,12,8,7,15,24,3,8,3,3,0,0,1,0,H
Vallecano,Betis,17,9,7,5,18,13,6,4,1,3,0,1,0,1,D
